country,points,price,variety,winery,description
France,92,65.0,Bordeaux-style Red Blend,Château des Annereaux,"This starts out smooth and rounded and then begins to develop a drier, firmer character. Putting the flattering richness and the structure together and the wine is both rich and solid, with black currant fruits vying with a dry core. It still needs time; drink from 2017."
Portugal,85,15.0,Touriga Nacional-Cabernet Sauvignon,Falua,"This warm, ripe wine is open and ready to drink. With its bold red fruit and generous, well-integrated tannins, it's made for barbecues. Drink now."
South Africa,85,10.0,Chardonnay,Robertson Winery,"A lovely flinty character graces the yellow apple, peach and orange cream aromas on the nose of this friendly wine. It's quite round and mouthfilling, with a prevailing smoky flavor on the palate that's reminiscent of baked apple with bacon crumble. Drink now."
South Africa,85,15.0,Sauvignon Blanc,Neil Ellis,"A very pale, watery straw color, this is soft and low in intensity, with faint aromas and flavors of citrus pith and fresh grass. The palate is thin and light, followed by a short, brisk finish. Drink now."
France,85,63.0,Rhône-style White Blend,Domaine du Pegau,"Like the hyperexpensive Cuvée à Tempo, Pegau's 2015 Cuvée Reservée has a slightly bitter edge to the finish. Otherwise, it shows subtle pineapple, anise and white gumdrop notes and medium body."
Argentina,85,35.0,Malbec,Antonio Gonzalez,"Eight years down the line and this Malbec shows the flaws caused by a harvest marred by freezes. This smells like a mix of green bean and jammy boysenberry. The palate feels saturated but soupy, with outsize acidity. Green-herb flavors mix with baked plum and blueberry, while the finish feels sticky, tannic and heavy."
South Africa,85,10.0,Chenin Blanc,KWV,"Scents of green apple and plum lead the bouquet, with a strong lime-pith note that carries through to the palate. The texture is soft and somewhat flat on the midpalate, but ample acidity and a pleasant astringency help to lift the close. Drink now."
US,85,32.0,Sangiovese,Benessere,"Reduced on the nose, this wine has a nuttiness and a petrol-like quality that colors its otherwise thin dried plum flavor. Low in oak, it will pair well with traditional Italian fare."
France,85,,Chardonnay,Blason de Bourgogne,"This is a crisp, lightly perfumed wine with attractive apple acidity and touches of grapefruit. The texture is soft, with a bright aftertaste. Drink now."
US,85,18.0,Chardonnay,Alexander Valley Vineyards,"This widely available white is unfussy and medium bodied, with toasted oak and baked apple flavors, brightened by a squeeze of lemon."
France,85,11.0,Colombard-Sauvignon Blanc,Georges Vigouroux,"This range of wines comes from different regions of the southwest. The white comes from Gascony and is typical local blend. It is crisp and fruity with a soft texture from the ripe Colombard. There is a light dancing character to this lively, fruity wine. Drink now."
France,85,9.0,Malbec-Merlot,Georges Vigouroux,This is an easygoing fruity wine. It has soft tannins and bright juicy red fruits. The structure is just right to give the wine its shape along with the acidity and generous aftertaste. Drink now.
France,85,12.0,Malbec,Georges Vigouroux,"This is one of several wines from this producer that are created to give lie to the tannic Malbec. This is soft, ripe and full of the young fruitiness that demands to be drunk now."
US,85,18.0,Sauvignon Blanc,Martinez & Martinez,"This wine starts out a bit reduced, along with aromas of melon and red apple. It drinks a hair off dry, with a blend of stone-fruit and tropical flavors."
US,85,52.0,Zinfandel,Mazzocco,"Blended with less than a handful of Petite Sirah, this wine is thick and ultraripe, showing dense chocolate and plum sauce flavors, accented with soy."
Portugal,85,15.0,Portuguese Red,Quinta do Casal Branco,"A soft and ripe wine with spicy red fruit flavors cushioned by a smooth texture, this has well-embedded tannins and can be drunk young."
Portugal,85,15.0,Portuguese White,Quinta do Casal Monteiro,"Soft and smooth, this is a ripe and creamy wine. It has light acidity, pineapple and apricot flavors and a rounded aftertaste. Drink now."
US,85,27.0,Cabernet Sauvignon,Schooler Nolan,"Aromas of vanilla and wood spice lead to elegant, somewhat dried out and dilute fruit flavors, followed by a short finish."
Spain,85,30.0,Moscatel,Ochoa,"Pine notes and an aroma akin to floor polish make for an iffy start. This carries a slight chemical flavor as it moves along, while honey and brown-sugar notes sweeten things up. A chunky, obtuse finish feels sticky due to mild acidity."
US,85,15.0,Chardonnay,Treleaven,Hints of nut and spice on the nose lift flatter tones of pressed apple and pear in the palate of this medium-bodied white. Soft lemonade acidity brightens the finish.
Argentina,85,13.0,Malbec,Laberinto,"Dusty, generic plum and berry aromas are highly regular. This Malbec is chunky in feel, without much precision. Oaky buttery slightly greasy berry flavors finish hot and creamy, with little to no elegance or cut."
France,85,13.0,Marsanne,Cave de Tain,"Round and pillowy in feel, this is a simple wine, offering modest melon and pineapple fruit. Drink it over the next few months."
US,85,25.0,Red Blend,Hudson-Chatham,"A highly unusual blend of Burdin, a rare French hybrid, and Chambourcin grapes, this red wine offers delicate maraschino-cherry and berry flavors. It's a slightly fragile wine but whiffs of tobacco and garden soil lend complexity. The finish lingers on tart red fruit flavors and a hint of tannin."
France,85,17.0,Malbec,Château Armandière,"The 12 months of wood aging has left its mark on this wine, giving it a spicy burnt character. That makes it tough and unlikely to broaden out. It will likely remain dry and firm."
Portugal,85,10.0,Portuguese Red,Casa Santa Vitória,"Made to be drunk young, this wine gives a burst of ripe red fruit. The tannins are soft and open, balanced with acidity. The aftertaste is smooth and generous. Drink now."
Portugal,85,7.0,Portuguese White,Adega Cooperativa de Borba,"Named for the Servite convent in the town of Borba, this fresh, crisp and tangy wine is citric, with almond and apple overtones. It's young, fruity and made for immediate consumption."
Portugal,85,14.0,Portuguese Red,Alves de Sousa,"A typical Douro blend of Touriga Nacional, Tinta Roriz and Tinta Barroca, this wine is all about bright, crisp fruit. Black and red currant flavors come with tight acidity and a juicy character. Tightly wound now, it needs a few more months to calm down. Drink from 2018."
Italy,85,10.0,White Blend,Amatore,"A blend of Chardonnay, Garganega and Sauvignon, this has aromas of peach and golden apple. The simple palate offers pineapple and banana alongside bright acidity. Enjoy soon."
France,85,9.0,White Blend,Georges Vigouroux,"An intriguing blend of grapes with both Bordeaux and Gaillac origins has produced a wine that has a softly herbal character as well as richer white stone fruits and an attractive perfume. It is a pretty wine, ready to drink and very fruity."
Portugal,85,10.0,Siria,Companhia das Quintas,"According to legend, the Baron of Figuiera got his foot stuck in the stirrup while riding one day. He promised that where his horse stopped, he would build a chapel, and that's where this 2,100 foot high, cool-climate vineyard is today. The wine is crisp and fresh, with attractive citrus notes and plenty of refreshing acidity. Drink now."
US,85,20.0,Chardonnay,Decoy,"A large production offering, this white is simple and direct in its expression of the variety, remaining steely and low in oak on the palate, with a depth of green apple and melon fruit."
US,87,25.0,Cabernet Sauvignon,Chateau Lafayette Reneau,"Swathes of fresh tarragon lend a green, herbal tone to cassis and black plum flavors in this pretty wine. Penetrating, grippy tannins are jolting on the finish, underlining a tight, brisk finish."
France,87,35.0,Bordeaux-style Red Blend,Château Lalaudey,"Powerful and structured, this has dense tannins that will always be an important part of the wine. The juicy, fresh fruit gives a perfumed character to the wine and brings out acidity as well as the dry texture. It needs to age, so drink from 2018."
France,87,,Bordeaux-style Red Blend,Château Mancèdre,"This firm and dry wine is also full of acidity. A juicy start is then given a firm jolt by the tannins, but the complex structure allows plenty of room for the bright fruits. Drink from 2018."
France,87,20.0,Bordeaux-style Red Blend,Château Peyfaures,"Fresh and juicy, this full-bodied while structured wine comes from the heart of the Entre-deux-Mers region, which gives the fruitiness and blackberry fruit flavors. It will develop quickly and can be drunk from 2016."
US,87,23.0,Syrah,3 Horse Ranch Vineyards,"This moderately aromatic wine conveys Red Hots, baking spices and red fruit. It's on the lighter side of medium bodied, soft yet full of drawn-out blue-fruit flavors on the finish."
US,87,24.0,Riesling,Balo,"With aromas and flavors reminiscent of apple skin, peach skin, white pepper and pomegranate seed, this tastes crisp, tangy, slightly bitter, and has great bright acidity. It is light to medium bodied and made from 100% whole-cluster-pressed Riesling that was fermented in a combination of older oak barrels and stainless steel vessels."
US,87,16.0,Chardonnay,Byron,"Toffee, cinnamon apples and a hefty swirl of smoke arise on the nose from the winery's entry-level bottling. The palate shows caramelized pears, nicely bitter lemon rinds and warm, buttered nut toffee note that carries from first sip to the finish."
US,87,32.0,Merlot,Burnt Bridge,"Blended with 10% Cabernet Franc and 5% Cabernet Sauvignon, this offers notes of herbs, ground cranberries and woodspice. Flavors are jammy with an astringent squeeze to the tannins."
Italy,87,55.0,Sangiovese,Camigliano,"Aromas of underbrush, menthol and a whiff of cellar floor carry over to the palate, along with dried cherry and licorice. Astringent tannins provide support."
US,87,13.0,Blaufränkisch,Shooting Star,"This offers appealing notes of cranberry, cherry and orange peel along with a kiss of vanilla. It's tart and fresh in style with puckering fruit flavors—perfect for the dinner table."
Italy,87,42.0,Red Blend,Tenuta Sette Cieli,"Aromas of dark berry, clove, bell pepper and cedar take shape in the glass. The tightly wound palate delivers dried black cherry, espresso, oak and a green note of dried sage alongside astringent tannins. While the tannins need time, the fruit is already starting to dry up."
US,87,74.0,Cabernet Sauvignon,Two Mountain,"Barrel tones of coconut and woodspice take the lead in front of cranberry and blackberry, with the fruit seeming a bit dried out. It's reserved in style but still fully flavored with sour cherries accented by licorice."
Spain,87,15.0,Monastrell,Finca Hispana,"Briary plum and cherry cough-drop aromas give way to a crisp, fairly full palate with chewy tannins. Plum and peppery spice flavors are kept simple, while this finishes with some dark-berry character and a touch of bitterness."
US,87,35.0,Cabernet Sauvignon,Gård,"This wine offers dark coffee, green olive, savory notes and barrel spices. The flavors are lighter in style but with good concentration backed by firm, lipsmacking tannins."
US,87,20.0,Cabernet Franc,Millbrook,"Bramble wood and savory herbs lend earthiness to this ripe, juicy wine. Fruit-forward in style, the palate bursts with black currants and cherry flavors. Soft acidity and a whisper of tannins on the finish keep the mouthfeel plush."
Argentina,87,11.0,Malbec,Rutini,"This friendly wine offers fresh, jammy berry and cherry aromas. The palate has a bit of grit and stickiness to it, while blackberry, black cherry and boysenberry flavors are ripe, sweet, not pushy and ultimately satisfying."
Argentina,87,38.0,Malbec,Sur de los Andes,"Jammy, soft blueberry aromas are a touch green. This is syrupy, heavy and sticky on the palate, with chocolate, prune and peppery flavors. Tannic and heavy on the finish, this is an overweight Malbec that's lush to the point of being fat."
Argentina,87,18.0,Pinot Noir,Trapiche,"Floral berry, earth and tea aromas are friendly. This Pinot is fresh and perky in feel, with red-fruit and tomato-like acidity pushing flavors of dry cherry, mixed spices, herbs and tomato. This finishes spunky, with crisp acidity and peppery overtones."
Italy,87,75.0,Red Blend,Donne Fittipaldi,"A blend of Cabernet Sauvignon, Cabernet Franc, Merlot and Petit Verdot, this robust wine opens with aromas of leafy underbrush, mature plum, toast and roasted coffee bean. The palate offers prune, dried cherry, black pepper, graphite and espresso alongside dusty tannins, with the heat of alcohol on the midpalate."
Spain,87,10.0,Garnacha Blanca,Finca Hispana,"Neutral on the nose except for a whiff of apple, this is a wine to drink now. A round, pulpy palate is balanced by citric acidity, while waxy flavors of baked apple and peach finish briny and round, with a hint of green banana."
US,87,18.0,Riesling,Hat Ranch,"Moderately aromatic, this recalls lime leaf and mineral. It drinks off dry with tangerine and other citrus flavors."
Italy,87,40.0,Red Blend,Aia Vecchia,"A blend of 50% Cabernet Sauvignon, 30% Merlot, 15% Cabernet Franc and 5% Petit Verdot, this conveys aromas of vanilla, oak, red currant and cedar. The hearty palate displays mature plum, dried cherry, espresso and bell pepper alongside drying tannins. It finishes with the heat of alcohol."
France,87,30.0,Bordeaux-style Red Blend,Château du Cartillon,"Ripe and fruity, this is packed with black currant juiciness supported by a strong tannic element. Vineyards close to the Gironde estuary give this property a fine location. The smokiness of the wood combines with bright acidity at the end."
France,87,,Bordeaux-style Red Blend,Château Grand Billard,"Firm and dense, this is a wine with a good future. Its blackberry fruits, smoky dry tannins and touches of wood aging are joined with acidity to bring out a structured character. Drink from 2016."
France,87,40.0,Bordeaux-style Red Blend,Château Laffitte Carcasset,"This smoky wine has firm tannins and a tough core. The juicy fruit is taking its time develop, although it will provide density and ripe berry fruits in time. The vineyard, created in the early 1980s, is now at peak maturity. Drink from 2017."
France,87,13.0,Bordeaux-style Red Blend,Château Maine d'Arman,"Ripe and perfumed, this is packed with the richness of 2010 along with its structure. It has weight, juicy black and red berry fruits and a tense structure that still needs time. Acidity at the end provides a fresh lift to the essentially firm wine."
France,87,19.0,Bordeaux-style Red Blend,Château Noaillac,"While the wood aging of this wine still shows, it's already balancing out with the ripe black fruits and rich structure. An attractive smoky character is followed by juicy berry flavors and acidity. This is a wine to age, so wait until 2017."
France,87,25.0,Bordeaux-style Red Blend,Château Saransot-Dupré,"One of Bordeaux's more memorable labels (orange nymphs supporting a picture of the chateau), Saransot-Dupré is one of a number of chateaus in Listrac with the Dupré suffix. This is a solid wine, chunky in a typical way for the appellation with plenty of black fruits and balanced tannins. Drink from 2017."
US,87,21.0,Zinfandel,Chacewater,"Big in flavor and ripeness, this full-bodied wine tastes concentrated and feels lush, almost soft. It smells like boysenberry jam, tastes like dried cherries and dried plums and has a streak of raspberry that lifts it a bit."
US,87,18.0,Sauvignon Blanc,Billsboro,"Crushed rocks and smoke mingle with savory dried herb and bramble in this lean, dry wine. Lemon-lime acidity reverberates against a core of fresh pear flavor. The finish is tight and brisk."
Spain,89,34.0,Garnacha,Alto Moncayo,"Potent black-plum and black-cherry aromas come with a ton of grainy, spicy oak. This is both fresh and bright as well as dark, brawny and roasted in character. Flavors of ripe blackberry and cherry share the stage with toasty, charred oak and spice flavors in front of an aggressive but tasty finish."
Italy,89,32.0,Red Blend,Amantis,"This savory blend of Sangiovese, Merlot, Alicante and a dollop of Petit Verdot and Colorino delivers core flavors of crushed plum and ripe blackberry, accented with notes of white pepper, clove and dried herbs. It's easy drinking and balanced, with fine-grained tannins."
US,89,33.0,Chardonnay,Anam Cara,"This is unusual for a reserve, in that it's lower in alcohol than the regular bottling, and more cases were produced. The light fruits and herbs—green apple and lemon verbena in particular—are highlighted with tarragon and citrus peel. The complexity compensates for the just-on-the-edge ripeness, and time in 20% new oak adds a buttery note to the finish."
France,89,22.0,Red Blend,Cave du Marmandais,"Produced from a selection of small parcels, this perfumed wood-aged wine is big and concentrated while also keeping style and balance. It is dark, firm in the center with tannins that are surrounded by juicy acidity and black currant fruits. Keep for a few more months and drink from 2016."
Portugal,89,12.0,Portuguese Red,Caves Velhas,"A jammy, ripe wine that's deliciously full of plum jelly flavors. The dry, dusty tannins are in the background enhancing the structure although still leaving the rich fruit and wood flavors at the front. Drink this full-bodied wine from 2017."
France,89,26.0,Malbec,Château de Cénac,"This is a ripe, perfumed wine with smooth, generous texture and broad black fruits. An earthy, leathery edge gives extra character, and the suggestion of maturity comes from the wood aging and the ripe berry fruits. Drink now."
US,89,22.0,Pinot Noir,Deer Creek,"This Rogue Valley Pinot is markedly different from more familiar Willamette Valley styles. Though not at all fleshy, it has pretty, sculpted strawberry and raspberry fruit, lightly candied and fully ripened. A wash of butterscotch wraps around the pleasing finish."
France,89,13.0,Red Blend,Domaine Roumagnac,"Made from the oldest vines on the estate, this ripe and fruity wine is ready to drink. Its tannins are already integrated, leaving a smooth-textured wine that is accompanied by spice and red plum fruit flavors."
Germany,89,45.0,Riesling,Richard Böcking,"Puckering lime zest and lemon notes are softened by crisp yellow peach and nectarine in this dry, light-bodied Riesling. Racy and brisk, it finishes with an elegant crush of minerals. Drink now."
Spain,88,25.0,Red Blend,Mas Igneus,"On the nose, this is challenging: gaseous, oaky aromas of wet cement also contain notes of bitter lettuce, baking spices and general grit. Raw, tannic and abrasive on the palate, this unfolds to offer herbal flavors of berry and plum. Tannic, scratchy, rugged and mildly green on the finish."
Spain,88,22.0,Red Blend,Clos de Tafall,"Muscular, leathery aromas of dark-berry fruits come with a can't-miss animal element. This Grenache-Carignan blend features a powerful grip and grabby texture. Earthy, jammy flavors of raspberry and plum end with herbal accents, dry spice and the taste of bitter black cherry."
Greece,88,19.0,Agiorgitiko,Palivou,"Savory meat and vanilla on the nose lead into flavors of cherry, pepper and plum in this well-made, balanced red. Fresh but fruity, the wine has a wave of warming spice and a clean finish that will pair well with grilled meats, salmon and cheeses."
US,88,20.0,Sauvignon Blanc,Foursight,"This is a light-tasting, dry wine with white pepper and fennel aromas, crisp green apple and lemon flavors, and a savory, earthy nuance that adds complexity. Medium bodied and mouth-filling, this interesting wine steps outside the flavor box."
US,88,96.0,Merlot-Cabernet Sauvignon,Keenan,"This blend of half Merlot, half Cabernet Sauvignon is rustically earthy and soft, betraying the plush, plummy Merlot. Tight on the finish and medium in weight, it has a black peppery finish that appeals and suggests pairing with well-seasoned meats."
France,88,,Gros and Petit Manseng,Domaine Nigri,"While this wine has an attractive honey character, it is only lightly sweet. It's more about acidity balanced with richness and a wonderful orange-zest character that gives a lift as well as bright aftertaste. The wine needs until 2016 to get its full act together."
US,88,28.0,Red Blend,Coup de Grace,"This has a very deep red color, spicy aromas like cedar, vanilla and cocoa, and rich, chocolaty, berrylike flavors. While quite full bodied, it's as smooth as velvet due to moderate tannins and soft acidity."
US,88,19.0,Pinot Noir,Saint Gregory,"The color is not too deep or too light, showing a red-brick rim. Aromas resemble red cherry and cranberry, while fresh, tart and tangy flavors like cranberry and raspberry combine with firm tannins for a bit of grip in the texture. Lean and medium bodied, it will make a versatile foil for food."
US,88,26.0,Mourvèdre,Longevity,"This intriguing wine reflects the typical wild and earthy characteristics of the grape variety. It has smoky, earthy raspberry aromas, plum and pomegranate flavors, a touch of tartness, a smooth texture and medium body. It tastes mature and mellow."
Italy,88,17.0,Red Blend,Marchesi de' Frescobaldi,"Here's a savory, easygoing blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Syrah that opens with aromas of red berry and cooking spice. The fresh palate offers black cherries, crushed strawberries, white pepper and a hint of clove alongside bright acidity and fine-grained tannins. Drink now."
Italy,88,35.0,Red Blend,Nera,"A blend of 80% Nebbiolo and 20% Cabernet Sauvignon aged in barriques, this opens with aromas of bell pepper, cedar and red currant. The palate delivers dried black cherries, coffee, mocha and grilled herbs alongside firm, fine-grained tannins."
Portugal,88,20.0,Port,Delaforce,"From one of the great names of Port, this LBV is a richly sweet wine, full of dried fruits, balanced acidity and a soft, smooth texture. It is a generous, very accessible wine."
France,88,18.0,Malbec,Clos Troteligotte,"Made from a series of small parcels, this fruity wine shows the fresh side of Malbec. With its gushing purple color and ripe black-plum juice flavors, it's designed to drink young. Try it from 2016."
US,88,34.0,Pinot Noir,Et Fille,"A barrel-selection from multiple vineyard sources, this offers black cherry fruit highlighted by root beer and black licorice. Aging nine months in 25% new barrels adds pleasant toastiness to the finish."
US,88,14.0,Meritage,Falkner,"Bordeaux blends show promise in this region. This combination of 50% Cabernet Sauvignon, 37.5% Merlot and 12.5% Cabernet Franc reveals rustic, leathery aromas of crushed Italian herbs, dried red cherries and fresh dill. Once sipped, flavors of fresh-ground coffee, oregano and bay leaf spice a base of cranberry fruit."
US,88,28.0,Rosé,HammerSky,"There's a respectably complex nose on this pink wine, with lemonade and pressed plums blending into a wet cement minerality. The palate is very tasty, with flavors of pomegranate, dried rose petals, hibiscus, night jasmine and even a clove-laced mocha element proving quite intriguing."
US,88,66.0,Bordeaux-style Red Blend,HdV,"Almost equal parts Merlot and Cabernet Sauvignon (with slightly more Merlot), this is a reduced and approachable wine. It's slightly syrupy-thick on the palate, juicy in clove, plum and blueberry. A trace of minerality fights for attention around a medium body, finishing fairly quick."
US,88,25.0,Grenache,Donati,"Rose petals, violets, red cherries, plums, rhubarb and heavily peppered spices dominate the nose of this tasty wine from a little-known appellation 27 miles inland from Monterey Bay. It's softly textured upon sipping, then acidity shows up and holds through the sip, along with a stemmy tension. Fresh flavors include sour cherries and red berries."
US,88,28.0,Zinfandel,Eberle,"The grapes for this wine from regional pioneer Gary Eberle are nearly equally sourced from three vineyards: Steinbeck, Wine-Bush and CoCaVin. The nose is herbal with sagebrush, oregano and thyme, offering just a bit of black plum fruit. The palate is also full of crushed, dried herbs, proving a touch sour and tarry, with cooked strawberry and dried raspberry fruit."
US,88,28.0,Riesling,Hyland,"Sourced from vines planted in the 1980s, this tart and steely wine mixes lemongrass and citrus flavors with hints of riper peach. It finishes with suggestions of fresh-brewed tea."
Chile,88,13.0,Sauvignon Blanc,Indomita,"Lean aromas of bell pepper and green fruits are not overly intense. This is linear, juicy and tight in frame. Flavors of lime, scallion, caper and dry cider finish racy and scouring. Good mouthfeel is a plus."
France,91,,Tannat,Lionel Osmin & Cie,"There is nothing bashful about this wine. It's big, bold and structured. It holds the potential of great fruitiness as well, a solid core that is surrounded by ripe black berries, just a touch of chocolate and wood. Drink from 2017."
US,91,24.0,Primitivo,Macchia,"Intensely aromatic in spicy black cherry and earthy leather, the Devious Primitivo is more structured than some of Macchia's Zinfandels, more savory than sweet, with tannic grip. Smooth and velvety, it'll impress alongside salumi and other charcuterie."
Italy,91,25.0,Turbiana,Le Morette,"It opens with fragrances of stone fruit, Granny Smith apple and white almonds. The succulent palate delivers juicy pear, white peach, nutmeg, white almond and mineral alongside crisp acidity. It's nicely balanced with great length and finesse."
US,91,36.0,Syrah,Margerum,"Made from grapes grown in one of the best vineyards in the valley, this Syrah is a particular success, given the challenging vintage. It's tannic, bone dry and zesty in acidity, with deeply extracted blackberry, black currant, charred meat bone and black pepper flavors. The long, rich finish suggests aging. Hold until 2017."
Germany,91,18.0,Riesling,Dr. Heidemanns-Bergweiler,"Smoke accents ripe yellow peaches on the nose of this intensely penetrating kabinett. The palate shocks with luscious mango and melon flavors, layered with bristling mineral accents. It finishes long, with a reverberating astringency."
Chile,91,23.0,Syrah,Polkura,"Rich and complex, it unfolds with aromas of graphite, barrel smoke, cured meat and berry fruits that settle on a smooth palate with layering and plush tannins. Bright flavors of blackberry, chocolate and cappuccino finish lightly herbal, with a tobacco note and zero heaviness. Drink through 2018."
US,91,28.0,Rhône-style White Blend,Cowhorn,"This compelling blend of Viognier, Marsanne and Roussanne—aged for three months in 20% new French oak—brings notes of barrel spices, apricot and pear. There's a touch of sweetness to the full -bodied, textured fruit flavors that provides a perfect counterbalance to the sharply defined, lingering finish."
Portugal,91,40.0,Arinto,Dão Sul,"Initially this wine is smooth and creamy textured. As it opens up it shows a cool, crisp character, with white apple fruits and layers of spice from wood aging. It's an elegant wine, very balanced already, but likely to age for several years. Drink now and until 2020."
France,91,78.0,Chardonnay,Domaine Vincent Girardin,"Rich and full in the mouth, this is a wine with structure, tight minera ltexture and beautifully juicy fruit. The acidity is a strong part of this wine, giving a citrus tang to go over the wood aging. Drink from 2016."
US,91,43.0,Zinfandel,Dutcher Crossing,"There's nothing shy about this Zin, which showcases both the variety's personality and the wine's terroir. The raspberry, licorice and espresso flavors have a sweet edge of brown sugar. The finish is entirely dry but hot, but that's part of Dry Creek's charm, and suggests pairing with rich, spicy, smoky meats."
France,91,65.0,Pinot Noir,Evening Land,"An intense and fresh wine that is packed with acidity as well as powerful red fruits. It is breathtakingly fruity at this stage, the structure still developing and giving a delicious perfumed berry character. Drink from 2015."
US,91,44.0,Chardonnay,Failla,"Lots of purity, with acidity and stony minerality providing earthy balance to the lemon, lime and mango fruit flavors. Thoroughly dry, it's a classy wine to drink now."
US,91,50.0,Pinot Noir,Flowers,"This beautiful Pinot Noir is a blend of various vineyards throughout the appellation. It shows classic coastal acidity, dryness and silkiness, with appealing raspberry, red licorice, cola and pomegranate flavors, wrapped into finely ground tannins. Decant and drink now."
US,91,56.0,Pinot Noir,Benovia,"The cool 2011 vintage has kept this bottling from being as ripe as previous wines from this producer. It's certainly leaner, but for all that, it's dry, silky and elegantly complex in its own way, with dried raspberry, tea and white pepper flavors. It could surprise after 2017."
France,91,,Bordeaux-style Red Blend,Château Cheval Blanc,"The second wine of Château Cheval Blanc is packed with wood flavors and spice. A toasty wine, it also has solid tannins plus fragrant fruitiness. Already the fruit is coming through strongly and it is for medium-term aging. Drink from 2017."
France,91,30.0,Viognier,Château Lagrézette,"Made from Viognier grown in the Gaillac region, this is a rich wine with tropical and yellow fruit flavors. The wood aging shows gently through the fresh fruit and attractive acidity. The wine is ready to drink, but will improve until 2018."
France,91,,Bordeaux-style Red Blend,Château Les Trois Manoirs,"This full-throated wine has layers of black fruits, firm tannins and a dense texture. It is rich, the black plum fruits partnered by dark chocolate and licorice. Wood aging still shows and the wine needs to broaden out even more as it ages. Drink from 2018."
France,91,22.0,Bordeaux-style Red Blend,Château Mauvesin Barton,"This marks the first vintage of this Moulis estate under the ownership of the Barton family of Léoville Barton. Already the wine is showing breeding and an understated structure and richness. Lightly perfumed, full of black fruits and integrated tannins, it should age well. Drink from 2017."
US,91,48.0,Rhône-style Red Blend,Amapola Creek,"Syrah dominates the blend on this dry, complex red wine. It brings tannins and deep flavors of blackberries and charred meat. One-third of Grenache adds lightness and cherries, while oak contributes the perfect note of toast. The alcohol is high, but it never feels hot, just mouth-filling and warming. It's a polished and complex wine that brings to mind a perfect steak."
Portugal,91,22.0,Portuguese Red,Dão Sul,"Tannins give a dark, mineral structure. The black fruits, slowly coming through, are still part of this serious purpose, with wood flavors and dry fruits prominent. It still needs aging, so don't drink before 2016."
France,91,60.0,Chardonnay,Domaine de Bellene,"Because strong toast aromas show through this wine, its attractive full fruit will need time to come through. The wine, with its firm, almost red-wine structure, needs to age until 2016 before drinking."
France,91,40.0,Bordeaux-style Red Blend,Domaine D'en Ségur,"This is a powerful, rich blend of Merlot and Cabernet Sauvignon. It has structure, dark tannins, complex red berry fruits and just the right amount of wood aging. With its solid structured foundation that is partnered with the ripe fruits, it's going to age well. Drink from 2016."
France,91,,Petit Manseng,Domaine Nigri,"This apricot and honey flavored wine is both rich and fresh. The balance between the sweetness, the botrytis and the acidity is just right. It will go well with blue cheese or pâté. Drink from 2015."
US,91,19.0,Riesling,Elk Cove,"Bone dry, this succulent, citrus-soaked Riesling is a textural marvel. Mixing grapefruit, lime and pear fruit flavors, its racy acidity underscores its complexity."
Portugal,91,,Portuguese Red,Herdade do Rocim,"Named after a 17th-century nun who lived nearby, this wine packs impressive power and concentration. A great weight of solid tannins are paired with luscious red fruits. Its density, dry core and layers of fruit and acidity promise good aging. Drink from 2017."
US,91,64.0,Chardonnay,Jarvis,"This wine is made in the style of the winery's marvelous Finch Hollow Chardonnays, but is just a little less concentrated. Dry, crisp and elegantly clean, it has complex, mineral-infused flavors of tangerines, peaches and limes, enhanced with lots of smoky new oak. It should hold in the bottle through 2016."
France,91,74.0,Pinot Noir,Roche de Bellene,"Showing richness, this wine is smooth and well balanced between ripe red berry fruits and generous tannins. The wood aging shows in a slight burnt edge, but this will pass as the wine develops. Drink from 2016."
Italy,91,24.0,Turbiana,Ca' Lojera,"This rich, youthful wine is another example of Lugana that is aging gracefully and has more to give. It opens with aromas of citrus, dried apricots and flint that carry over to the palate together with lemon drop, grapefruit and pear, plus fresh acidity. A mineral note marks the start of the long finish. Drink now through 2018."
Portugal,91,,Loureiro,Casal Paço Padreiro,"Some wood aging has rounded out this fruity wine. But it has not radically changed its inherent fresh, crisp character. It shows apples, lemon and lime juice and just a touch of spice from wood. The wine is ready to drink but will be best if left until 2015."
Portugal,91,,Portuguese Red,Caves Velhas,"Still firmly tannic, this wine is densely structured and shows good potential. It has dark tannins and rich berry fruits, followed by a more juicy aftertaste. With power and style combining well, it should be aged. Drink from 2017."
US,88,63.0,Pinot Noir,Testarossa,"With a licorice, chemise and cherry-laden nose reminiscent of a hillside hike through the chaparral in the morning dew, this wine is rather tannic on entry, tending toward chamomile tea with cranberry fruit. With a strong tannic backbone, it could drink well for awhile."
Spain,88,14.0,Tempranillo,Viña Albali,"Raw, lightly leafy red-berry aromas properly announce what amounts to a juicy, snappy Tempranillo with berry, spice and dry oak flavors. A dry feeling, peppery tasting finish is traditional for good, basic Spanish table wine."
US,88,16.0,Pinot Gris,Willamette Valley Vineyards,"All stainless fermented, this seems to show some residual sugar, perhaps in order to round out the austere acidity. Lemon and tangerine fruit—all with plenty of acid—are annotated with highlights of fresh cilantro. It would be a fine match for simple, white fish."
Argentina,88,21.0,Cabernet Sauvignon,Pascual Toso,"Candied red-berry aromas are pasty at first, with a twinge of green. In the mouth, this is wiry and jammy feeling, with juicy acids. Herbal, slightly green flavors of olive, toast and berry fruits finish minty and a bit hot."
