nm0000001,Fred Astaire
nm0782885,Johnny Sekka
nm0782947,Lesley Selander
nm0783629,Edgar Selwyn
nm0785039,Metin Serezli
nm0786430,Greg Sevigny
nm0788058,Maxwell Shane
nm0788141,Roger Shank
nm0788370,Vicellous Shannon
nm0788829,Ray Sharkey
nm0789033,Don Sharp
nm0789185,Albert Sharpe
nm0789485,Mickey Shaughnessy
nm0789520,Melville Shavelson
nm0789976,Stan Shaw
nm0790071,Dick Shawn
nm0790395,Barry Shear
nm0791672,Richard Shepard
nm0791805,Shepperd Strudwick
nm0792003,William Morgan Sheppard
nm0792029,Antony Sher
nm0792450,George Sherman
nm0792605,Vincent Sherman
nm0792763,Amir Shervan
nm0793168,Arthur Shields
nm0793192,Frank Shields
nm0793336,Tarô Shigaki
nm0793363,James Shigeta
nm0793404,Kippei Shîna
nm0793634,Sab Shimono
nm0794425,Jô Shishido
nm0794793,Lee Sholem
nm0794971,Del Shores
nm0795344,John Shrapnel
nm0795407,Wil Shriner
nm0795961,Peter Shushtari
nm0796124,Charles Shyer
nm0796915,David Siegel
nm0796923,Don Siegel
nm0797612,Jóhann Sigurðarson
nm0797614,Ingvar Eggert Sigurðsson
nm0797725,James Sikking
nm0798270,David Silva
nm0798309,Franco Silva
nm0798534,Trinidad Silva
nm0798570,Aldo Silvani
nm0798826,Frank Silvera
nm0798855,Jay Silverheels
nm0798899,David Silverman
nm0799014,Phil Silvers
nm0799033,Elliot Silverstein
nm0800373,S. Sylvan Simon
nm0800533,Yves Simoneau
nm0801507,Lap-Man Sinn
nm0801717,Robert B. Sinclair
nm0802563,Robert Siodmak
nm0802862,Douglas Sirk
nm0802881,Paul Sirmons
nm0803037,Tomer Sisley
nm0804026,Red Skelton
nm0804423,Espen Skjønberg
nm0804752,Arne Skouen
nm0805164,Demian Slade
nm0805177,Jeremy Slate
nm0805790,Walter Slezak
nm0806277,James Sloyan
nm0806293,George Sluizer
nm0806822,Ron Smerczak
nm0806915,Jack Smight
nm0807563,Bruce W. Smith
nm0807580,C. Aubrey Smith
nm0808538,J.D. Smith
nm0808600,Jamie Smith
nm0809031,Lane Smith
nm0809068,Leigh Smith
nm0809321,Mel Smith
nm0809793,Roger Guenveur Smith
nm0810550,Innokentiy Smoktunovskiy
nm0811583,Zack Snyder
nm0811714,Michele Soavi
nm0812114,Adendu Soesilaningrat
nm0812200,Iain Softley
nm0813169,Sergio Solli
nm0814085,Stephen Sommers
nm0815426,Mom Soth
nm0815800,David Soul
nm0816876,Joe Spano
nm0817811,Richard Spence
nm0817881,Bud Spencer
nm0818880,Stephen Spinella
nm0818973,Caroll Spinney
nm0819044,Takis Spiridakis
nm0819806,R.G. Springsteen
nm0820461,Malcolm St. Clair
nm0820566,Raymond St. Jacques
nm0820607,Al St. John
nm0820865,Viktor Staal
nm0821041,Robert Stack
nm0821245,Baird Stafford
nm0821277,Frederick Stafford
nm0821451,Eric Steven Stahl
nm0821472,John M. Stahl
nm0822034,Lionel Stander
nm0822477,Forrest Stanley
nm0823289,Anthony Starke
nm0823541,Jonathan Starr
nm0823592,Ringo Starr
nm0823594,Ron Starr
nm0823630,Jack Starrett
nm0823633,Charles Starrett
nm0824543,Freddie Steele
nm0827261,Henry Stephenson
nm0827263,James Stephenson
nm0827509,Ford Sterling
nm0827663,Daniel Stern
nm0827854,Steven Hilliard Stern
nm0828245,Art Stevens
nm0828419,George Stevens
nm0828668,Onslow Stevens
nm0829017,Parker Stevenson
nm0829038,Robert Stevenson
nm0829390,French Stewart
nm0829533,Johnny Stewart
nm0829820,Scott Stewart
nm0831175,Nickolai Stoilov
nm0831546,Bryan Michael Stoller
nm0831685,Maruli Sitompul
nm0831720,Andrew L. Stone
nm0831872,Fred Stone
nm0831905,Harold J. Stone
nm0832011,Lewis Stone
nm0832375,Paolo Stoppa
nm0833645,Gil Stratton
nm0833865,Robert Strauss
nm0833965,Frank R. Strayer
nm0834396,Robert E. Strickland
nm0834754,Woody Strode
nm0835144,Don Stroud
nm0835428,Christopher Stryker
nm0835732,Jeb Stuart
nm0835738,John Stuart
nm0835799,Mel Stuart
nm0836121,Michael Stuhlbarg
nm0836328,John Sturges
nm0836715,Philipp Stölzl
nm0837297,Alan Sues
nm0837959,Barry Sullivan
nm0838066,Francis L. Sullivan
nm0838198,Kevin Rodney Sullivan
nm0838289,Peter Sullivan
nm0838843,Slim Summerville
nm0840042,A. Edward Sutherland
nm0841242,Mikhail Svetin
nm0841501,Mack Swain
nm0842422,Jeep Swenson
nm0842582,David Swift
nm0842830,Michael Switzer
nm0843213,William Sylvester
nm0844896,Eduardo Sánchez
nm0847054,Hitoshi Takagi
nm0847223,Isao Takahata
nm0847264,Ken Takakura
nm0847392,Masahiro Takashima
nm0847491,Tetsuya Takeda
nm0847727,Oleg Taktarov
nm0847749,Tibor Takács
nm0847859,David E. Talbert
nm0848251,William Talman
nm0848560,Russ Tamblyn
nm0848667,Akim Tamiroff
nm0849290,Hin Sing 'Billy' Tang
nm0849609,Alain Tanner
nm0850958,Nadia Tass
nm0851311,Naoki Tatsuta
nm0851537,Norman Taurog
nm0852279,Don Taylor
nm0852365,Forrest Taylor
nm0852676,Jud Taylor
nm0852965,Noah Taylor
nm0853028,Ray Taylor
nm0853041,Renée Taylor
nm0853546,Lewis Teague
nm0853604,Conway Tearle
nm0855107,Kevin Tenney
nm0855579,Max Terhune
nm0855843,Jessy Terrero
nm0857147,Torin Thatcher
nm0859772,Tim Thomerson
nm0860125,Ernest Thompson
nm0860217,Hugh Thompson
nm0860233,Jack Thompson
nm0860597,Peter M. Thompson
nm0861679,Jerry Thorpe
nm0861703,Richard Thorpe
nm0862937,Lawrence Tierney
nm0863387,George Tillman Jr.
nm0863990,Mark Tinker
nm0864997,Stephen Tobolowsky
nm0865285,Sherman Todd
nm0865358,Paul Todisco
nm0865571,Gianmarco Tognazzi
nm0865575,Ugo Tognazzi
nm0866010,Sidney Toler
nm0867017,Stephen Tompkinson
nm0867144,Franchot Tone
nm0868123,Mel Tormé
nm0869427,Robert Totten
nm0869664,Jacques Tourneur
nm0870186,Robert Townsend
nm0870199,Stanley Townsend
nm0870592,Michael Traeger
nm0870800,Jean-Claude Tramont
nm0871272,Bill Travers
nm0871287,Henry Travers
nm0871428,Pete Travis
nm0871430,Randy Travis
nm0871636,Robert Trebor
nm0872442,Jesús Salvador Treviño
nm0872458,Edward Trevor
nm0872729,Sergej Trifunovic
nm0872823,Lawrence Trilling
nm0874502,Tom Tryon
nm0875332,Mahito Tsujimura
nm0875861,Forrest Tucker
nm0876138,Alan Tudyk
nm0876211,Sonny Tufts
nm0876451,Tom Tully
nm0876805,James Tupper
nm0876847,Süleyman Turan
nm0877045,James Turfler
nm0878338,Frank Tuttle
nm0879085,Tyrese Gibson
nm0880314,Ky Huot Uk
nm0880618,Edgar G. Ulmer
nm0881022,Loyal Underwood
nm0881279,Lee Unkrich
nm0881306,Michael Toshiyuki Uno
nm0884547,Tonino Valerii
nm0884964,Rudy Vallee
nm0885123,Romolo Valli
nm0885203,Raf Vallone
nm0885628,Lee Van Atta
nm0886754,W.S. Van Dyke
nm0888321,Steve Van Wormer
nm0890495,Razvan Vasilescu
nm0893181,Chick Vennera
nm0893257,Milo Ventimiglia
nm0893341,Lino Ventura
nm0893473,Malcolm Venville
nm0893834,Julien Verdier
nm0894577,Henri Verneuil
nm0894677,Howard Vernon
nm0896331,Henri Vidal
nm0896533,Charles Vidor
nm0896542,King Vidor
nm0896714,Christian Viel
nm0897160,Robert Viharo
nm0898546,Pruitt Taylor Vince
nm0898634,Frank Vincent
nm0899681,Goran Visnjic
nm0899911,Alvaro Vitali
nm0899995,Joe Viterelli
nm0902188,Lenny von Dohlen
nm0903049,Josef von Sternberg
nm0903677,Arnold Vosloo
nm0904531,Murvyn Vye
nm0905152,Lilly Wachowski
nm0905154,Lana Wachowski
nm0905729,George Waggner
nm0906309,Robert Wahler
nm0906618,Malcolm Waite
nm0906940,Raymond Walburn
nm0906972,William Walcott
nm0907247,Louis Waldon
nm0907480,Robert Walker Jr.
nm0908094,Paul Walker
nm0908153,Robert Walker
nm0908797,Morgan Wallace
nm0908831,Richard Wallace
nm0908890,Tommy Lee Wallace
nm0908919,Eli Wallach
nm0909770,Matthew Jason Walsh
nm0909825,Raoul Walsh
nm0909882,Terry Walsh
nm0909906,Vincent Walsh
nm0910145,Tracey Walter
nm0910199,Charles Walters
nm0910400,Henry B. Walthall
nm0910737,Sam Wanamaker
nm0910982,Luoyong Wang
nm0911334,Matthew Warchus
nm0911486,David S. Ward
nm0911542,Fred Ward
nm0912001,Jack Warden
nm0912005,Jonathan Warden
nm0912238,Andy Warhol
nm0912487,Jack Warner
nm0912703,Chris Warren
nm0912947,Mark Warren
nm0913738,Craig Wasson
nm0913822,Ken Watanabe
nm0914482,James A. Watson Jr.
nm0914519,Bobs Watson
nm0914534,Cameron Watson
nm0915114,Charles Watts
nm0915618,Patrick Wayne
nm0915840,Dennis Weaver
nm0915851,Fritz Weaver
nm0915989,Hugo Weaving
nm0916131,Jack Webb
nm0916253,Richard Webb
nm0916271,Robert D. Webb
nm0916434,Robert Webber
nm0916491,Ben Weber
nm0917188,Chris Wedge
nm0918041,Claudia Weill
nm0918424,Bob Weinstein
nm0918510,Carl Weintraub
nm0918659,Don Weis
nm0919369,Paul Weitz
nm0920038,Titus Welliver
nm0920074,William A. Wellman
nm0920862,Paul Wendkos
nm0920992,David Wenham
nm0921459,Oskar Werner
nm0921733,Billy Wesley
nm0921879,Dick Wesson
nm0922035,Dominic West
nm0922335,Samuel West
nm0922346,Simon West
nm0922837,Theodore Westman Jr.
nm0922967,Jack Weston
nm0923366,Marius Weyers
nm0923571,Tony Wharmby
nm0923736,Joss Whedon
nm0923768,Anne Wheeler
nm0923774,Bert Wheeler
nm0923863,John Wheeler
nm0924065,Tim Whelan
nm0924154,Shea Whigham
nm0924684,David A.R. White
nm0924964,Jesse White
nm0925234,Mike White
nm0926103,Lloyd Whitlock
nm0926171,Phil Whitman
nm0926183,Stuart Whitman
nm0926211,Preston A. Whitmore II
nm0926235,James Whitmore
nm0926338,Peter Whitney
nm0926919,Bernhard Wicki
nm0928208,Fred M. Wilcox
nm0928214,Herbert Wilcox
nm0928295,Henry Wilcoxon
nm0928644,W. Lee Wilder
nm0928691,Gavin Wilding
nm0928697,Michael Wilding
nm0929925,Warren William
nm0930103,Bill Williams
nm0930711,Guinn 'Big Boy' Williams
nm0930732,Harcourt Williams
nm0930971,Johnny Williams
nm0931077,Nicholson Williams
nm0931095,Tod Williams
nm0931493,R.J. Williams
nm0931736,Steven Williams
nm0932629,Chill Wills
nm0932912,Jay Wilsey
nm0933531,Jack Wilson
nm0933940,Patrick Wilson
nm0934013,Richard Wilson
nm0934113,Scott Wilson
nm0934232,Tom Wilson
nm0934578,Simon Wincer
nm0934827,Bretaigne Windust
nm0934902,Paul Winfield
nm0935382,Michael Winner
nm0935415,Charles Winninger
nm0935636,Ron Winston
nm0935921,Dean Winters
nm0936252,Frank Wisbar
nm0936353,Greg Wise
nm0936358,Herbert Wise
nm0936374,Kirk Wise
nm0936403,Ray Wise
nm0936404,Robert Wise
nm0936476,Joseph Wiseman
nm0936823,William Witney
nm0937830,Konrad Wolf
nm0937930,Scott Wolf
nm0939190,Ken Wong
nm0939619,Clive Wood
nm0939795,John Wood
nm0939992,Sam Wood
nm0940579,Donald Woods
nm0940589,Edward Woods
nm0940617,Harry Woods
nm0940919,Edward Woodward
nm0941192,Aaron Woolfolk
nm0941298,Robert Woolsey
nm0942367,Edgar Wright
nm0942611,Mack V. Wright
nm0942642,Max Wright
nm0942862,Tenny Wright
nm0943044,Donald Wrye
nm0943237,Robert Wuhl
nm0943751,Richard Wyler
nm0943758,William Wyler
nm0943894,H.M. Wynant
nm0943978,Keenan Wynn
nm0945085,Yuriy Yakovlev
nm0945189,Simon Yam
nm0945282,Yôji Yamada
nm0945322,Kappei Yamaguchi
nm0945522,Sô Yamamura
nm0945674,Shigeyasu Yamauchi
nm0945860,Marcelino Yanahuaya
nm0946179,Jean Yanne
nm0946473,Leonid Yarmolnik
nm0946811,Peter Yates
nm0947238,Oleg Efremov
nm0947338,Anton Yelchin
nm0948253,Richard Yniguez
nm0948272,Malik Yoba
nm0949069,Hidetaka Yoshioka
nm0949350,Burt Young
nm0949409,Cletus Young
nm0949574,Gig Young
nm0950001,Robert M. Young
nm0950109,Terence Young
nm0950281,Jim Youngs
nm0950633,Noriaki Yuasa
nm0950759,Woo-Ping Yuen
nm0950956,Stanley Yung
nm0951698,Justin Zackham
nm0951975,S. Craig Zahler
nm0952360,Jerry Zaks
nm0953123,Darryl F. Zanuck
nm0953130,Krzysztof Zanussi
nm0953135,Bob Zany
nm0954225,Kevin Zegers
nm0955622,Junli Zheng
nm0956052,Howard Zieff
nm0956484,Paul Ziller
nm0956796,Vernon Zimmerman
nm0957038,Peter Zinner
nm0957772,Rob Zombie
nm0958801,Valerio Zurlini
nm0959034,Joel Zwick
nm0959774,Jonas Åkerlund
nm0959963,Ólafur Darri Ólafsson
nm0961612,Marcus Reichert
nm0962722,Jesse Cowell
nm0973177,Kyle Gallner
nm0973920,Yoshihiro Ueda
nm0973974,Devon Werkheiser
nm0994324,Yutaka Ikejima
nm0996669,Common
nm0997115,Miyu Irino
nm0999075,Romeo Miller
nm1005474,Wade Carpenter
nm1009302,Brent Taylor
nm1016044,W.D. Hogan
nm1018505,Francisco Menéndez
nm1019725,Brye Cooper
nm1022429,Sam Witwer
nm1022804,Jeff Grays
nm1022882,Dave McGowan
nm1023919,Ramin Bahrani
nm1024193,Timothy Lee DePriest
nm1024878,Seth Meyers
nm1027286,Andrew W. Walker
nm1027682,Frank Aderias
nm1027891,Theo Avgerinos
nm1029964,Jack Hartnett
nm1031246,Lucky McKee
nm1033900,Jack Adams
nm1037451,Dustin Guy Defa
nm1038286,Jonathan Sobol
nm1045684,Jae-yeong Jeong
nm1055413,Michael Fassbender
nm1057932,Jonathan Bennett
nm1059283,Carmine Recano
nm1060510,Linas Phillips
nm1068020,Sheldon Candis
nm1068186,M.J. Bassett
nm1071252,Alexander Gould
nm1074391,Ryôtarô Sugi
nm1074968,Richard Squires
nm1078479,John Cena
nm1086384,Lou Taylor Pucci
nm1087183,Cung Le
nm1088868,Gary Wheeler
nm1092946,Norry Niven
nm1095427,Steven Bordelon
nm1104232,Christopher Mann
nm1108007,David Lowery
nm1114894,Ara Paiaya
nm1117791,Rob Corddry
nm1124453,Nick Garrison
nm1133702,Jerry Kroll
nm1134222,Jason Reisig
nm1134538,Carlos Davis
nm1135869,Demetrius Joyette
nm1139726,Neil Burger
nm1142693,Hideki Shibata
nm1149829,Khalid Maadour
nm1152547,Tim Caldwell
nm1159180,Ed Helms
nm1168757,Carlos Ayala
nm1169428,Reid Scott
nm1172478,Joel Kinnaman
nm1175053,L.A. Blaisdell
nm1176985,Dave Bautista
nm1183149,Edgar Ramírez
nm1183991,Neil Stewart
nm1184258,William Monahan
nm1185314,Bunshi Katsura Vi
nm1191481,Leigh Whannell
nm1202296,Lee Cipolla
nm1206844,Drew Goddard
nm1209966,Oscar Isaac
nm1211217,Jack Rube Clifford
nm1218281,Jon Watts
nm1224299,Rob Letterman
nm1225439,Lukas Hassel
nm1227484,Kasra Farahani
nm1229476,Stephen Cloud
nm1230639,Hal Ozsan
nm1235140,John Catucci
nm1242054,James Ponsoldt
nm1242668,André Gordon
nm1245435,Michael S. Ojeda
nm1250355,Edward LeSaint
nm1255799,John Vari
nm1256532,Jon Bernthal
nm1259871,John Crowley
nm1265067,50 Cent
nm1265802,Josh Gad
nm1270033,David M. Rosenthal
nm1273708,David Henrie
nm1283018,Maple City Four
nm1285162,Matthew Morrison
nm1285607,Mark Decena
nm1291105,J.A. Bayona
nm1294664,Ellar Coltrane
nm1304669,Anthony DiBlasi
nm1306054,Paul Whiteman and Orchestra
nm1316418,Willam Belli
nm1328232,Rowdy Stovall
nm1330560,Garrett Hedlund
nm1341362,Frank Harper
nm1347153,Tyler Perry
nm1349117,Duke
nm1360270,Ben McKenzie
nm1362432,Jérôme Salle
nm1374980,Zac Efron
nm1397297,Logan Bartholomew
nm1401177,Valerie Weiss
nm1404239,Evan Peters
nm1406730,Geoff Gustafson
nm1410318,Omar Chaparro
nm1412974,Glen Powell
nm1417647,Jon Heder
nm1422630,Benjamin Morgan
nm1429471,Jaume Collet-Serra
nm1436711,Yang Nai
nm1443023,Nacho Vigalondo
nm1452155,Nathan Parsons
nm1456571,Michael Joiner
nm1460101,Tony Schiena
nm1460751,Brian Burnam
nm1460782,François Damiens
nm1460812,Lane Garrison
nm1462031,Jason Griffith
nm1470993,Scott Mann
nm1472010,Justin Bruening
nm1472917,Zach Gilford
nm1473098,Curt Hahn
nm1475144,Gabrielle Savage Dockterman
nm1475479,Jim Strouse
nm1475594,Channing Tatum
nm1481493,Gil Kenan
nm1483242,Nikos Hatzis
nm1483372,Tony Oller
nm1490123,James Wan
nm1500155,Robert Pattinson
nm1507857,Keir Gilchrist
nm1517976,Chris Pine
nm1527475,Aaron Craven
nm1532523,Eshom Nelms
nm1534497,Ian Nelms
nm1534707,Benjamin Ayres
nm1534888,Luis Da Silva Jr.
nm1537173,Dave Thomas
nm1541503,Ivan Stebunov
nm1544100,Bobby Coleman
nm1551922,Columbus Short
nm1552693,Kenny Wormald
nm1555287,Michael Mayer
nm1564757,Poull Brien
nm1576827,Ricardo Valdez
nm1587590,Phil Volken
nm1600872,Lee Sternthal
nm1602660,Ben Barnes
nm1605114,Christian McKay
nm1640566,David Wachs
nm1644123,Gianluca Di Gennaro
nm1646016,Justin Lerner
nm1652433,Michael Zegen
nm1653451,Ross Thomas
nm1658706,Joshua Benton
nm1661709,Jonathan Meyers
nm1672703,Nikki Sudden
nm1676649,Nate Parker
nm1682573,Justin Baldoni
nm1687511,Ephraim Ellis
nm1693089,Ronnie Alvarez
nm1713518,Richard Hamilton
nm1723177,Ryan Gielen
nm1727304,Domhnall Gleeson
nm1729171,Noam Murro
nm1732032,Michael Masini
nm1733365,J. Todd Smith
nm1736524,Stephen Ford
nm1739904,Jean-Christophe Folly
nm1740299,Mando Alvarado
nm1745154,Rudy Dobrev
nm1747300,Eli Allem
nm1749449,Mahsun Kirmizigül
nm1787599,Matty Ferraro
nm1795196,Mike DiGiacinto
nm1805326,Mrighdeep Lamba
nm1812656,Luke Evans
nm1815188,Giles Alderson
nm1818121,Nacho G. Velilla
nm1822548,Brian W. Seibert
nm1822659,Nat Wolff
nm1828317,Michael Ray Escamilla
nm1833230,Matthew Lauyer
nm1835774,Billy Morrison
nm1838070,Jonathan Sadowski
nm1839980,Kaiwi Lyman
nm1859543,Osric Chau
nm1874504,Mark Adam
nm1883440,Steve Talley
nm1886602,Miles Teller
nm1892220,Josh C. Waller
nm1902232,Tony Leondis
nm1914394,Timothy Woodward Jr.
nm1921345,Steven C. Miller
nm1923196,David Winning
nm1923536,Jeremy Ambler
nm1956732,Darryl Baldwin
nm1959800,Kanata Hongô
nm1960428,Scott Walker
nm1963091,Evan Ross
nm1975499,Matthew Nourse
nm1976481,Robert Adamson
nm1977125,Mike Mayhall
nm1978402,Jung-woo Ha
nm1981440,Escher Holloway
nm1984458,Devon Graye
nm1984865,Michael Joseph Carr
nm1985821,Jamin Winans
nm1992048,Raymond Andrew Bailey
nm2007455,Vanessa Frank
nm2032997,Manuel Bermudez
nm2035886,Drake Doremus
nm2045621,Lance Frank
nm2060434,Prince Bagdasarian
nm2067218,Haruma Miura
nm2080557,Nathan Darrow
nm2104119,Michael Sirow
nm2115038,Scott Prestin
nm2121397,Eddie Huchro
nm2121950,Dieterich Gray
nm2149505,Jayson Thiessen
nm2163006,John Charles Hunt
nm2189073,Boris Kamorzin
nm2205956,Erken Ialgashev
nm2208272,Evan Todd
nm2239648,Cody Wisker
nm2244640,Roger Payano
nm2248498,Kevin Morris
nm2249544,Emerson Collins
nm2251947,Marcel Langenegger
nm2296528,Jon Erwin
nm2297134,Mike Baldwin
nm2320367,Jeremy Make
nm2330908,Mark James Cuminale
nm2357819,Brian A. Miller
nm2366012,Matt Bettinelli-Olpin
nm2372412,Garrett Clayton
nm2373827,Rob Mayes
nm2383250,Logan Miller
nm2384632,Chris J. Ford
nm2389463,Bill Milner
nm2399892,Roger Edwards
nm2412823,Yoon-Seok Kim
nm2418343,Travis Quentin Young
nm2419470,Tyler Gillett
nm2419966,David Crane
nm2422365,George McRae
nm2432421,Ivan Kolesnikov
nm2442431,Francisco Barreiro
nm2448200,Caleb Vetter
nm2454994,Bill Oberst Jr.
nm2464599,Theo Alexander
nm2482839,Patrick Flanagan
nm2503633,Josh Trank
nm2516690,Jon Gabrus
nm2528690,Sara Colangelo
nm2559080,Elizabeth Wood
nm2572585,Vohn Regensburger
nm2574172,Mark Grossman
nm2576051,Thomas Makowski
nm2577199,Chris Peckover
nm2578610,Michael Markiewicz
nm2583791,Omar Regan
nm2584077,Garrett Hines
nm2597331,Jack Heller
nm2618951,Benjamin Hollingsworth
nm2625452,Jay Kanzler
nm2635565,Freddie Roach
nm2645125,Ethan Bortnick
nm2649720,John D'Leo
nm2676052,Joseph Kosinski
nm2677942,Andrew Meieran
nm2691863,Justin Price
nm2713918,Royce Hobson
nm2749225,Paul Shoulberg
nm2777498,Matthew Pohlkamp
nm2791615,Adam Gregory
nm2875233,Parker Young
nm2881794,Qasim Basir
nm2886781,Chris Osborn
nm2908492,Grant Harvey
nm2930503,Jack Reynor
nm2933542,Boyd Holbrook
nm2934406,John-Paul Howard
nm2937122,Adrian Molina
nm2947553,Hong-jin Na
nm2956469,Durrell Babbs
nm2968655,Harry McEntire
nm2981082,Anders Holm
nm2984730,Leo Oliva
nm2986450,Andrew Disney
nm3009232,Ezra Miller
nm3009594,Oaklee Pendergast
nm3014420,Marco Berger
nm3016736,Randy Springer
nm3051240,Paul Lombardi
nm3062625,Pete Freeland
nm3080722,Beck Bennett
nm3131350,Ethan Landry
nm3138460,Erik Kristopher Myers
nm3139284,Will Haza
nm3146025,Mike Wade
nm3168127,Kyu-hwan Jeon
nm3170495,Ali Fazal
nm3172856,Tony Mendoza
nm3173607,Gang Wu
nm3187567,Joel Hogan
nm3190972,Manjot Singh
nm3199789,Mark Brocksmith
nm3214649,Jack Donnelly
nm3219172,Evgeny Kolyadintsev
nm3219621,Artyom Fedotov
nm3220732,Kevan Otto
nm3235048,Gerard Haitz
nm3257161,Adam Senn
nm3267498,Hilarion Banks
nm3280849,Bruce Caulk
nm3300820,Andrew Nackman
nm3307527,Gabriela Pichler
nm3311695,Chase Williamson
nm3366074,Kirk Flavious
nm3401440,Jake Helgren
nm3401779,Andrew Erwin
nm3411687,Cara Greene
nm3416663,Jimmy Weber
nm3432881,Chord Overstreet
nm3435104,Daniel J. Gillin
nm3453437,Hunter Ives
nm3470683,Noah Lomax
nm3471739,Little Bear
nm3495487,Noam Harary
nm3515425,Ross Lynch
nm3600327,Jason Burkey
nm3626440,Rodney Ray
nm3666265,Steve Isles
nm3691729,Michael Rainey Jr.
nm3735491,Chris Miller
nm3745083,Adam Horner
nm3746014,Jonathan Regier
nm3764805,Miles Hardy
nm3772243,Theo James
nm3821405,Jake Lacy
nm3838127,Jasper Newell
nm3845862,Zachary Spicer
nm3861560,Ariel Bonilla
nm3889070,Nick Bateman
nm3898577,Patrick Davis
nm3904326,Lucas Lagré
nm3910031,Ben Davies
nm3920240,Dingani Beza
nm3952190,Marcelo Briem Stamm
nm4043618,Tom Holland
nm4051069,Griffin Kane
nm4109166,Lance Tafelski
nm4126065,David Vogel
nm4134911,Robert Kouba
nm4152507,Jack Topalian
nm4222154,Chris Tasara
nm4223773,Javier De Pietro
nm4232922,Christopher Matthew Cook
nm4245462,Jared Abrahamson
nm4263442,Josh Potthoff
nm4289510,Wess Morgan
nm4333222,David Grovic
nm4340663,Richard Foster
nm4415183,Matthew Boehm
nm4422686,Barry Keoghan
nm4428040,Zuher Khan
nm4432129,Amos McKay
nm4441258,Brian Frank Visciglia
nm4446467,Tye Sheridan
nm4452322,Joie Bauer
nm4498664,Jacob Artist
nm4541465,Olan Rogers
nm4571354,Paul Tomborello
nm4590837,Ed Oxenbould
nm4649569,Will Schwab
nm4666264,Kaden Billin
nm4692308,Samuel Davis
nm4726966,Gerald Rascionato
nm4790745,James Camali
nm4881741,Hays Wellford
nm4888238,Luis Reyes
nm4936843,Alex Everett
nm4936896,Jonny Santos
nm4989855,Adam Chernick
nm4992002,Pulkit Samrat
nm5015107,Jacob Lofland
nm5043643,Shô Ikushima
nm5149187,Pete Valley
nm5175919,Jonathan Lampinen
nm5175923,Peter Fält
nm5175924,Milan Dragisic
nm5189759,R.D. Braunstein
nm5192757,Jonathan Baker
nm5236326,Haris Fragoulis
nm5239466,Josh Baker
nm5243868,Andrew Jordan
nm5304921,Mario Verón
nm5306688,Misan Akuya
nm5333273,Lautaro Machaca
nm5341652,Ian Nelson
nm5380557,Roy Knect
nm5489482,Chase Mohseni
nm5516327,Dave Stout
nm5518392,Julian Schaffner
nm5594209,Andrew Jacobs
nm5607349,Varun Sharma
nm5620587,Deke Richards
nm5645519,Anthony Gonzalez
nm5666541,Kjersti Steinsbø
nm5831542,Barkhad Abdi
nm5855503,Wesley Elder
nm5908594,Beau Wright
nm5910626,Phil Falcone
nm5920962,Levi Miller
nm6075360,David Llewellyn
nm6112290,Bene Coopersmith
nm6230142,Aleksey Tsitsilin
nm6459072,David Stewart
nm6518675,Cole Konis
nm6544018,Tabrez Hashmi
nm6579009,Kyle Thomas Schmidt
nm6590527,Aleks Mikic
nm6627667,James Freedson-Jackson
nm6657549,Sheikh Akbar
nm6710958,Maribeth Romslo
nm6778962,George Arvanitidis
nm6891629,Brian Marc
nm7291339,Bryce Gheisar
nm7750518,Stanley R. Atwater
nm7887725,Fionn Whitehead
nm8077090,Myles Truitt
nm8380292,Andrew Jordan
nm8722479,J. Michael Finley
nm9064413,Ryan Charles
nm9064414,Wilmar Frometta
nm9446930,Murray
tt0009611,Shoulder Arms
tt0010137,"For Better, for Worse"
tt0011193,The Flapper
tt0012349,The Kid
tt0013085,Down to the Sea in Ships
tt0014358,The Pilgrim
tt0014624,A Woman of Paris: A Drama of Fate
tt0015289,Romola
tt0015864,The Gold Rush
tt0017382,The Show-Off
tt0018773,The Circus
tt0018879,Fazil
tt0018937,A Girl in Every Port
tt0019658,Atlantic
tt0019929,The Girl in the Show
tt0020320,Redskin
tt0020691,The Big Trail
tt0020987,Hook Line and Sinker
tt0021749,City Lights
tt0022134,Arizona
tt0022293,The Range Feud
tt0022681,The Big Stampede
tt0022938,Girl Crazy
tt0022981,Haunted Gold
tt0023028,Hot Saturday
tt0023038,The Hurricane Express
tt0023109,Lady and Gent
tt0023396,"Ride Him, Cowboy"
tt0023456,The Shadow of the Eagle
tt0023488,Smilin' Through
tt0023567,Texas Cyclone
tt0023808,The Big Chance
tt0024005,Fast Workers
tt0024124,His Private Secretary
tt0024293,The Man from Monterey
tt0024301,Man of the Forest
tt0024339,The Mind Reader
tt0024360,Murders in the Zoo
tt0024500,Riders of Destiny
tt0024516,Sagebrush Trail
tt0024592,Somewhere in Sonora
tt0024631,Supernatural
tt0024647,The Telegraph Trail
tt0024663,The Three Musketeers
tt0024674,To the Last Man
tt0024805,'Neath the Arizona Skies
tt0024902,Blue Steel
tt0025161,Gambling Lady
tt0025373,The Lawless Frontier
tt0025440,The Lucky Texan
tt0025455,The Man from Utah
tt0025699,Randy Rides Alone
tt0025799,Six of a Kind
tt0025830,The Star Packer
tt0025893,The Thundering Herd
tt0025903,The Trail Beyond
tt0025939,Rocky Mountain Mystery
tt0025954,Wagon Wheels
tt0025969,West of the Divide
tt0026075,Another Face
tt0026191,Ceiling Zero
