title,year,rating,directors,actors,genres
tt0140533,1976,4.7,nm0587741,"nm0102923,nm0587216,nm0177872",Horror
tt0061619,1967,7.6,nm0001328,"nm0000078,nm0000053,nm0001001","Drama,Romance,Western"
tt0046432,1953,6.2,nm0005898,"nm0001229,nm0219062,nm0930732","Crime,Thriller"
tt0160495,2000,4.8,nm0629418,"nm0001001,nm0440229,nm0350079","Crime,Drama,Mystery"
tt0150216,1999,6.9,nm0000209,"nm0000279,nm0001952,nm0000131",Drama
tt0058083,1964,8.0,nm0001486,"nm0000020,nm0000527,nm0915851,nm0641397","Drama,Thriller"
tt1721677,2011,7.8,nm0623715,nm0000191,"Action,Sport"
tt0416449,2006,7.7,nm0811583,"nm0124930,nm0920992,nm0922035","Action,Fantasy"
tt3758852,2017,4.5,nm1031246,"nm1294664,nm4498664,nm0000131","Crime,Drama,Thriller"
tt0100791,1990,7.1,nm0122344,"nm0000418,nm0125084,nm0633228",Drama
tt0056894,1963,5.5,nm0727211,"nm0001695,nm0426062,nm0576851","Crime,Drama"
tt0031088,1939,7.8,nm0920074,"nm0000011,nm0001537,nm0696481,nm0002046","Action,Adventure,Drama"
tt0069159,1972,6.2,nm0884547,"nm0000336,nm0001699,nm0817881,nm0350196",Western
tt0290102,2001,5.0,nm0541677,"nm0000459,nm0809031,nm0176073","Drama,Sport"
tt0039286,1947,7.4,nm0229424,"nm0001870,nm0000053,nm0752813","Crime,Drama"
tt1318522,2009,6.1,nm0289186,"nm0005475,nm0095980","Comedy,Drama,Fantasy"
tt0033013,1940,6.6,nm0387002,"nm0001695,nm0354947,nm0002116","Crime,Mystery"
tt0033014,1940,6.0,nm0387002,"nm0001695,nm0354947,nm0000509","Crime,Drama"
tt0046294,1953,6.3,nm0091430,"nm0001369,nm0000063,nm0137999",Western
tt1815708,2012,4.6,nm0855843,"nm1265067,nm0000134,nm0001845,nm0329511","Action,Crime,Drama"
tt1139328,2010,7.2,nm0000591,"nm0000191,nm0000112,nm1256532","Drama,Mystery,Thriller"
tt5304688,2015,5.3,nm0132414,nm0973974,"Crime,Drama,Thriller"
tt0399201,2005,6.9,nm0000881,"nm0000191,nm0005023,nm0000114","Action,Adventure,Romance"
tt0073760,1975,6.0,nm0568546,"nm0000621,nm0283499,nm0003110","Comedy,Family,Sci-Fi"
tt0043291,1951,6.2,nm0293707,"nm0573640,nm0662700,nm0793168",Western
tt0062445,1967,7.7,nm0894577,"nm0000063,nm0039510,nm0714878","Drama,War"
tt0271461,2001,6.3,nm0422484,"nm0000598,nm0001427","Comedy,Drama,Romance"
tt0357648,2003,7.1,nm0842830,"nm0000641,nm0684521","Drama,Romance"
tt3963812,2016,4.8,"nm3411687,nm6710958",nm0338725,Drama
tt0058323,1964,6.7,nm0357891,"nm0000053,nm0837959,nm0002145","Drama,War"
tt0382966,2004,5.4,nm1270033,"nm0158626,nm1024878,nm0640486,nm0682063",Comedy
tt0045155,1952,5.7,nm0485647,"nm0105462,nm0837959",Comedy
tt0108411,1993,6.9,nm0518719,"nm0001813,nm0128462","Crime,Drama,Mystery"
tt1294794,2012,5.2,nm3138460,"nm2297134,nm3139284","Drama,Thriller"
tt0045716,1953,5.9,nm0091430,"nm0001996,nm0000063","Action,Adventure,Romance"
tt0144926,1998,5.0,nm0138706,"nm0000685,nm0426666,nm0762153",Drama
tt0275947,2002,5.2,nm0121789,"nm0000230,nm0000063,nm0100556","Action,Comedy,Crime"
tt0137363,1999,7.2,nm0671210,"nm0000313,nm0000209","Crime,Drama,Thriller"
tt0027684,1936,6.8,nm0368871,"nm0929925,nm0000068",Comedy
tt0081060,1980,6.5,nm0561813,"nm0000800,nm0000369","Comedy,Drama"
tt0098625,1989,6.1,nm0001403,"nm0000134,nm0000576,nm0001924","Comedy,Crime"
tt0052293,1958,6.7,nm0727999,"nm0000053,nm0058001,nm0041466","Crime,Drama"
tt0033254,1940,6.6,nm0550892,"nm0000068,nm0002046,nm0051628",Western
tt0091642,1986,5.5,nm0700715,"nm0000616,nm0950281","Comedy,Drama,Romance"
tt3525346,2015,5.3,nm0608936,"nm0001803,nm0000418,nm0025309","Action,Comedy,Drama"
tt0060637,1966,6.6,nm0733476,"nm0000063,nm0001128,nm0001719","Action,Drama,War"
tt0062673,1968,6.0,"nm0229424,nm0171385","nm0000053,nm0000393,nm0752813,nm0391096","Drama,History,War"
tt0426462,2006,5.0,nm1027891,nm1732032,"Comedy,Crime,Drama"
tt0059232,1965,6.2,nm0491852,"nm0874502,nm0696193,nm0001001","Romance,Western"
tt0120797,1999,6.0,nm0001565,"nm0000131,nm0000671","Comedy,Drama,Romance"
tt0078228,1978,4.4,nm0024120,"nm0126397,nm0408189,nm0000598,nm0724224",Comedy
tt1220622,2009,5.4,"nm1828317,nm1740299","nm1740299,nm0056876,nm0133084","Adventure,Comedy,Drama"
tt0079177,1979,7.5,nm0338719,"nm0000885,nm0001832,nm0258748","Drama,War"
tt1392190,2015,8.1,nm0004306,"nm0362766,nm0396558","Action,Adventure,Sci-Fi"
tt0025455,1934,5.2,nm0102908,"nm0000078,nm0081361","Adventure,Crime,Romance"
tt0053440,1960,6.2,nm0496746,"nm0432007,nm0007042",Drama
tt0077530,1978,6.1,nm0449984,"nm0000169,nm0000374,nm0041281","Mystery,Thriller"
tt0088172,1984,7.0,nm0000118,"nm0000313,nm0001747,nm0001395","Romance,Sci-Fi"
tt0038613,1946,7.2,nm0045800,"nm0000068,nm0001777","Comedy,Mystery"
tt0044683,1952,6.8,nm0400403,"nm0219396,nm0000068,nm0418741,nm0269709,nm0485977","Romance,Western"
tt0045339,1952,7.1,nm0909825,"nm0000060,nm0000063,nm0570615","Action,Adventure,History"
tt0102329,1991,4.8,nm0485229,nm0000616,"Drama,Romance,Thriller"
tt0050899,1957,7.0,"nm0748979,nm0591142","nm0000063,nm0002016,nm0587637","Drama,Western"
tt0093215,1987,5.8,nm0513974,"nm0000131,nm0005162,nm0005467",Comedy
tt0105402,1992,5.0,nm0635760,"nm0001569,nm0000977,nm0000970,nm0538683","Action,Adventure,Comedy"
tt3276924,2015,6.1,nm1470993,"nm0000134,nm0604742,nm1176985","Action,Crime,Thriller"
tt0037343,1944,7.1,nm0547446,"nm0000078,nm0000955,nm0371025","Mystery,Romance,Western"
tt0061720,1967,4.8,nm0001243,"nm0095122,nm0001695","Comedy,Western"
tt0041300,1949,6.9,nm0076779,"nm0001229,nm0002013","Drama,Romance"
tt0266543,2003,8.1,"nm0004056,nm0881279","nm0000983,nm1071252,nm0000353","Adventure,Animation,Comedy"
tt0023109,1932,5.7,nm0731596,"nm0908797,nm0051628,nm0823633,nm0322299,nm0000078","Drama,Sport"
tt0107662,1994,7.2,nm0659454,nm0815426,Drama
tt0031971,1939,7.9,nm0000406,"nm0000078,nm0222596,nm0001017","Adventure,Western"
tt0093139,1987,7.1,nm0442454,"nm0676194,nm0758722","Comedy,Drama,Romance"
tt0235608,1968,4.8,nm0136579,"nm0147436,nm0324179,nm0798270","Adventure,Horror,Sci-Fi"
tt0041841,1949,7.2,nm0245385,"nm0000078,nm0000730,nm0875861","Action,Drama,Romance"
tt0309530,2003,6.3,nm0715636,"nm0000191,nm0001383","Comedy,Romance"
tt0026273,1935,5.4,nm0172485,"nm0000078,nm0280707,nm0151356","Romance,Western"
tt0027849,1936,6.0,nm0437356,"nm0000078,nm0447580,nm1211217",Western
tt0076538,1977,6.4,nm0149548,"nm0551171,nm0197715,nm0001682","Adventure,Animation,Comedy"
tt0048690,1955,6.4,nm0782947,"nm0000068,nm0157893",Western
tt0039737,1947,7.3,nm0909825,"nm0000053,nm0415591","Drama,Mystery,Romance"
tt0039735,1947,6.8,nm0506797,"nm0001695,nm0001017",Drama
tt0025699,1934,5.4,nm0292134,"nm0650961,nm0000078,nm0371025,nm0134831,nm0245429",Western
tt0059872,1966,6.9,nm0710919,"nm0105482,nm0634159,nm0305488","Comedy,Romance"
tt0039191,1947,6.6,nm0439597,"nm0000063,nm0521811,nm0369058","Drama,History,Sport"
tt0290210,2002,6.6,nm0583675,"nm0000131,nm0852965","Drama,War"
tt0027473,1936,6.2,nm0820461,"nm0000048,nm0002046,nm0604960",Drama
tt0032610,1940,7.2,nm0562004,"nm0001695,nm0001637,nm0285264","Drama,Thriller"
tt0808151,2009,6.7,nm0000165,"nm0000158,nm0000191,nm0001745","Mystery,Thriller"
tt0097814,1989,7.9,nm0594503,nm0945322,"Adventure,Animation,Drama"
tt0061377,1967,7.3,nm0950109,"nm0000063,nm0426062","Adventure,Drama,History"
tt0090568,1986,5.7,nm0000797,"nm0000313,nm0112207","Action,Crime,Drama"
tt0111122,1994,5.2,nm0335283,"nm0000616,nm0000579,nm0494432","Drama,Thriller"
tt0318974,2004,6.0,nm0359387,"nm0000598,nm0000671,nm0248408,nm0000574","Drama,History,War"
tt0267659,2001,5.0,nm0382776,"nm0000800,nm0424819,nm0407850,nm0382776","Action,Crime,Thriller"
tt0088398,1984,7.5,nm0177034,"nm0000800,nm0913738",Drama
tt0040552,1948,6.3,nm0896533,"nm0001229,nm0709681,nm0430460","Adventure,Drama,Music"
tt1056477,2009,6.8,nm0414312,"nm0000418,nm0004879,nm0022306",Drama
tt0387564,2004,7.6,nm1490123,"nm0000144,nm1191481,nm0000418,nm0504962","Horror,Mystery,Thriller"
tt0096223,1988,5.7,nm0279863,"nm0000131,nm0000209,nm0347656","Comedy,Music"
tt0078131,1978,7.2,nm0861679,"nm0000885,nm0347656",Drama
tt0423294,2007,6.7,"nm0118333,nm0105169","nm0479471,nm1417647,nm0000313","Animation,Comedy,Family"
tt0051742,1958,7.3,"nm0002030,nm0542702","nm0000063,nm0391096",Drama
tt0027018,1935,6.6,nm0896542,"nm0175369,nm0000068",Drama
tt0095828,1989,6.6,nm0518192,"nm0931493,nm0000063,nm0002066,nm0001827","Drama,Romance"
tt0083292,1981,6.3,nm0610303,"nm0000885,nm0806277",Drama
tt0283452,2003,5.7,nm0545099,"nm0871430,nm0000616,nm0000308",Western
tt0048983,1956,6.3,nm0281507,"nm0000053,nm0738042,nm0779923","Action,Adventure,War"
tt0065150,1969,6.7,nm0572132,"nm0000078,nm0001369,nm0013487,nm0300276",Western
tt0113939,1995,6.4,nm0759207,"nm0000616,nm0000448,nm0001397,nm0636839","Crime,Horror,Mystery"
tt0114075,1995,6.0,nm0728189,"nm0000053,nm0731772,nm0430746,nm0804423","Comedy,Crime,Drama"
tt4991786,2017,6.7,nm3172856,nm5516327,Thriller
tt0038762,1946,7.8,nm0000406,"nm0000020,nm0001514","Drama,Western"
tt0084809,1982,5.8,nm0001149,"nm0001640,nm0001276,nm0000885,nm0777432",Comedy
tt0127276,1997,4.2,nm0003403,"nm0000616,nm0001777,nm0057075","Action,Sci-Fi,Thriller"
tt0059287,1965,4.4,nm0038906,"nm0382722,nm0002046,nm0501183",Comedy
tt0054772,1961,6.2,nm0550892,"nm0001229,nm0640307,nm0793363","Comedy,Romance"
tt0054197,1960,6.7,nm0330456,"nm0000063,nm0000865","Crime,Drama,Thriller"
tt0055824,1962,7.8,nm0496746,"nm0000060,nm0000053","Drama,Thriller"
tt0330536,1967,7.5,nm0634601,"nm0794425,nm0297799,nm1074391","Action,Crime"
tt0026983,1935,6.6,"nm0681635,nm0390226","nm0000068,nm0115558","Adventure,Fantasy,Romance"
tt0062114,1968,6.7,nm0265139,"nm0307491,nm0300520,nm0131294,nm0525794",Western
tt0259932,2001,5.5,nm0791672,"nm1005474,nm0242903,nm1022882","Crime,Drama,Thriller"
tt0035530,1942,6.9,nm0268513,"nm0002046,nm0696481,nm0136994,nm0000904","Action,Drama,War"
tt0329575,2003,7.3,nm0002657,"nm0001497,nm0000313,nm0177933","Drama,History,Sport"
tt0048210,1955,6.9,nm0076779,"nm0001229,nm0000549,nm0445523","Drama,Music"
tt0045563,1953,6.6,nm0293707,"nm0000011,nm0000063","Action,Adventure,Drama"
tt0094933,1988,6.1,"nm0417708,nm0608084","nm0000598,nm0827663","Mystery,Thriller"
tt0347149,2004,8.2,nm0594503,"nm0454120,nm0309107,nm0594271","Adventure,Animation,Family"
tt2212008,2014,5.3,nm4333222,"nm0000131,nm0000134,nm0000417","Crime,Drama,Thriller"
tt0040009,1947,7.6,"nm0161529,nm0955622","nm0423086,nm1436711","Drama,War"
tt0286306,2002,6.0,nm1068186,"nm0068260,nm0175860,nm0236026,nm0289114","Drama,Horror,Thriller"
tt0110015,1994,6.6,nm0636165,"nm0001757,nm0000063,nm0403628","Action,Adventure,Fantasy"
tt0095246,1988,6.4,nm0285126,"nm0000169,nm0115448",Thriller
tt0063161,1968,5.7,nm0355032,"nm0001001,nm0765546,nm0835144","Drama,War,Western"
tt0038559,1946,7.7,nm0896533,"nm0001229,nm0534317,nm0130407","Drama,Romance"
tt0048588,1955,6.3,nm0836328,"nm0664273,nm0928697,nm0001695","Adventure,Drama,History"
tt0086859,1984,5.9,nm0000431,"nm0000313,nm0000249,nm0440090","Action,Adventure,Crime"
tt0117765,1996,4.4,nm0000921,"nm0000608,nm0000800,nm0000609","Comedy,Crime,Drama"
tt0039056,1946,6.9,nm0268513,"nm0000042,nm0002046,nm0000904,nm0280178","Adventure,Drama"
tt0061893,1967,6.1,nm0861703,"nm0001229,nm0263496,nm0581282",Western
tt0101356,1991,5.4,nm0680629,"nm0001640,nm0000698,nm0002332","Comedy,Crime"
tt0031173,1939,6.8,nm0514822,"nm0000064,nm0001695,nm0496473,nm0510134","Drama,War"
tt0035966,1943,7.5,nm0000485,"nm0002046,nm0000974,nm0516876","Drama,Thriller"
tt0220847,2001,5.8,nm0350455,"nm0001001,nm0001016,nm0717146",Western
tt0070326,1975,7.6,"nm0441540,nm0717452","nm0793336,nm1142693","Adventure,Animation,Family"
tt0430377,2002,7.7,nm0723704,"nm0252832,nm0258268,nm1747300,nm6075360","Animation,Drama"
tt0096492,1987,7.5,nm0752922,"nm0276840,nm0300781","Comedy,Drama,Romance"
tt1535617,2010,4.6,"nm0191414,nm3666265","nm1815188,nm0570139",Horror
tt0042782,1950,6.3,nm0235066,"nm0000068,nm0875861,nm0269709",Western
tt5270948,2017,6.5,nm0192845,"nm0164809,nm1159180,nm0001136","Drama,History,Thriller"
tt0088326,1984,6.0,nm0956052,"nm0001545,nm0000800,nm0000983","Comedy,Music,Romance"
tt0029108,1937,6.4,nm0711855,"nm0001695,nm0000048","Drama,Thriller,War"
tt0022681,1932,5.8,nm0942862,"nm0000078,nm0001935,nm0403636",Western
tt0068473,1972,7.7,nm0000958,"nm0000685,nm0000608,nm0000885,nm0001074","Adventure,Drama,Thriller"
tt0035078,1942,6.8,nm0506797,"nm0001695,nm0003339,nm0089314","Drama,Romance"
tt0049022,1956,6.1,"nm0287931,nm0001682","nm0179819,nm0001682,nm0852279","Drama,War"
tt0042339,1950,5.7,nm0792450,"nm0136994,nm0002095,nm0236866","Adventure,Romance,Western"
tt0042338,1950,6.0,nm0547446,"nm0000068,nm0779923,nm0000978",Western
tt0050103,1957,5.7,nm0070670,"nm0001023,nm0000994",Crime
tt0059429,1965,6.3,"nm0397526,nm0478800,nm0529733","nm0001976,nm0000063,nm0848667",Adventure
tt0091336,1987,4.9,nm0042849,"nm0622544,nm0499223,nm0893181",Thriller
tt0037761,1945,7.5,nm0103975,"nm0187284,nm0001695,nm0485977","Crime,Drama"
tt0049229,1956,5.7,nm0006943,"nm0001682,nm0281329,nm0146905","Comedy,Fantasy,Horror"
tt0030287,1938,7.6,nm0943758,"nm0000020,nm0107575","Drama,Romance"
tt0023456,1932,5.8,"nm0247484,nm0066247","nm0000078,nm0589494,nm0363218","Crime,Drama,Mystery"
tt0044418,1952,5.4,nm0524995,"nm0000078,nm0000790,nm0621002","Crime,Drama,History"
tt0050147,1957,4.8,nm0000339,"nm0307560,nm0426157,nm0103320","Horror,Sci-Fi"
tt0034269,1941,6.8,nm0550892,"nm0000034,nm0001229,nm0051628",Western
tt0080364,1980,7.5,nm0765121,"nm0915840,nm0000621",Drama
tt0056217,1962,8.1,nm0000406,"nm0000071,nm0000078,nm0001511","Drama,Western"
tt0067072,1972,7.3,nm0661577,"nm0001682,nm0790071,nm0002099,nm0001123","Comedy,Western"
tt0116253,1996,6.4,nm0000829,"nm0000621,nm0000219,nm0000491","Action,Adventure,Thriller"
tt0049201,1956,7.2,nm0745866,"nm0001229,nm0002024,nm0848560","Drama,Western"
tt0023396,1932,5.4,nm0020522,"nm0363227,nm0000078,nm1349117,nm0910400","Romance,Western"
tt0093693,1987,6.8,nm0005190,"nm0000621,nm0001346","Comedy,Romance"
tt0066864,1970,7.3,nm0920862,"nm0001229,nm0415591,nm0263052","Drama,Thriller"
tt0034716,1942,6.5,nm0718321,"nm0001695,nm0322299,nm0420765","Crime,Mystery,Thriller"
tt0034717,1942,6.5,nm0517659,"nm0001695,nm0007218,nm0054036","Crime,Drama,Mystery"
tt0965375,2009,5.0,nm0147985,"nm0000297,nm0005354,nm0000800","Action,Crime,Drama"
tt0054890,1962,6.7,nm0591486,"nm0001229,nm0000964,nm0002011","Drama,War"
tt1430811,2012,4.9,nm1473098,"nm1883440,nm0000616","Drama,Mystery,Thriller"
tt0024805,1934,5.1,nm0292134,"nm0000078,nm0734340",Western
tt0084787,1982,8.1,nm0000118,"nm0000621,nm0000979,nm0202966,nm0557956","Horror,Mystery,Sci-Fi"
tt0100403,1990,6.3,nm0394280,"nm0000418,nm0000997,nm0001310,nm0001952","Action,Horror,Sci-Fi"
tt0167150,1999,4.7,nm0441914,"nm0000616,nm0415395,nm0001777","Action,Thriller"
tt0090368,1984,8.1,nm0752922,"nm0586482,nm0616556","Drama,History,Romance"
tt0240890,2001,6.9,nm0155093,"nm0000131,nm0005315","Comedy,Romance"
tt0086312,1983,7.2,nm0001566,"nm0000621,nm0005266","Drama,History"
tt0054016,1960,6.7,nm0831720,"nm0551337,nm0821041,nm0001695,nm0639529,nm0834754,nm0472816",Drama
tt0795493,2007,6.7,nm0000095,"nm0268199,nm0000191,nm0198501","Crime,Drama,Romance"
tt0090710,1986,6.5,nm0685789,"nm0000800,nm0001706,nm0570385","Drama,History,Romance"
tt0031409,1939,6.5,nm0007220,"nm0906940,nm0001229",Drama
tt0031403,1939,6.8,nm0782707,"nm0832011,nm0001682",Comedy
tt0101393,1991,6.7,nm0000165,"nm0000621,nm0000287,nm0000134,nm0000661","Action,Crime,Drama"
tt0024663,1933,5.5,"nm0769585,nm0163786","nm0611804,nm0369058,nm0124287,nm0000078","Action,Adventure,Drama"
tt0039066,1946,6.6,nm0591486,"nm0001791,nm0000053,nm0350324","Drama,Thriller"
tt0036596,1944,6.9,nm0896542,"nm0002046,nm0008496,nm0702798",Drama
tt0032321,1940,6.3,nm0454771,"nm0000020,nm0452128","Drama,Romance"
tt0068646,1972,9.2,nm0000338,"nm0000008,nm0000199,nm0001001","Crime,Drama"
tt0065126,1969,7.4,nm0368871,"nm0000078,nm0004794,nm0805177","Adventure,Drama,Western"
tt0048535,1955,6.1,nm0924065,"nm0000068,nm0875861,nm0619798","Action,Adventure,Crime"
tt0041838,1949,6.8,nm0001124,"nm0001514,nm0001695","Adventure,Drama,History"
tt0084222,1982,6.4,nm0094083,"nm0626259,nm0525599","Drama,Western"
tt0053660,1960,6.2,nm0928644,nm0001695,"Crime,Mystery,Thriller"
tt0094082,1987,6.6,nm0946811,"nm0000598,nm0000553,nm0001498","Crime,Drama,Thriller"
tt0101969,1991,6.9,nm0001410,"nm0000418,nm0000177,nm0000188","Crime,Drama"
tt0030657,1938,7.1,nm0245385,"nm0000068,nm0355095","Comedy,Drama,Family"
tt0101388,1991,5.8,nm0863990,"nm0002332,nm0236519,nm0595567","Drama,Sport"
tt0129686,1998,8.2,nm0341021,"nm0344435,nm0512305,nm0372317,nm0126250","Adventure,Drama,War"
tt0172341,1998,5.3,nm0704164,"nm0000389,nm0001235,nm0003244,nm0021835",Western
tt1332007,2008,5.2,nm0344804,"nm1183991,nm1874504,nm0125732,nm3219621,nm1022804,nm3219172,nm0689894",Drama
tt0079828,1979,6.6,"nm0060072,nm0710230","nm0000999,nm0001682,nm0837297","Adventure,Animation,Comedy"
tt0026774,1935,5.2,nm0682744,"nm0000078,nm0725173,nm0108653","Action,Adventure,Drama"
tt0035247,1942,6.8,nm0374702,"nm0002046,nm0000034,nm0002311","Comedy,Fantasy"
tt0062309,1967,6.5,nm0796923,"nm0000020,nm0662981,nm0002053","Drama,Thriller,Western"
tt0145400,1998,6.1,nm0706182,"nm0001001,nm0001418,nm0101005","Crime,Drama"
tt0372784,2005,8.3,nm0634240,"nm0000288,nm0000323,nm0913822,nm0000553","Action,Adventure"
tt0059732,1965,7.5,nm0958801,nm0000728,"Drama,War"
tt0469641,2006,6.0,nm0000231,"nm0000115,nm0671567","Drama,History,Thriller"
tt0160862,1999,5.8,nm0410769,"nm0005327,nm0000498,nm0908094","Comedy,Romance"
tt3295354,2017,4.3,nm1242668,"nm2777498,nm0000800",Thriller
tt0118079,1995,4.0,nm0691061,"nm0001743,nm0930971","Crime,Drama,Thriller"
tt0048748,1955,6.9,nm0733476,"nm0001229,nm0447913,nm0388303",Drama
tt0115744,1996,7.1,nm0379179,"nm0000592,nm0000191,nm0867017","Comedy,Drama,Romance"
tt0031020,1939,7.0,nm0861703,"nm0001682,nm0175369,nm0292433,nm0002270","Adventure,Drama,Family"
tt1714206,2013,7.1,nm1242054,"nm1886602,nm0151419","Comedy,Drama,Romance"
tt0087932,1984,6.7,nm0742341,"nm0000616,nm0000620","Action,Comedy,Crime"
tt0041098,1949,6.5,nm0059106,"nm0007941,nm0182579,nm0064197,nm0118353","Adventure,Comedy"
tt0088170,1984,6.7,nm0000559,"nm0000638,nm0000559,nm0001420,nm0001150","Action,Adventure,Sci-Fi"
tt0057523,1963,7.1,nm0202681,"nm0000020,nm0531279,nm0187981","Drama,Family"
tt0117898,1997,5.1,nm0643422,"nm0516628,nm0243838,nm0167810","Crime,Drama,Thriller"
tt0031722,1939,6.0,nm0792450,"nm0000078,nm0181003,nm0855579","History,Western"
tt0023488,1932,7.0,nm0291548,"nm0545298,nm0001366,nm0373773","Drama,Romance"
tt0070900,1973,4.2,nm0388648,"nm0009393,nm0068798,nm0105973",Comedy
tt0372370,2002,6.5,nm1245435,"nm0831175,nm0910982",Drama
tt0070174,1973,4.5,nm0136818,"nm0001018,nm0001277","Drama,Horror,Western"
tt0082573,1981,5.2,nm0336139,nm0083709,Drama
tt0309698,2003,7.3,nm0003506,"nm0000131,nm0000501,nm0370035","Mystery,Thriller"
tt0099447,1987,4.6,nm0769349,"nm0939619,nm0821245,nm0369254,nm0253585","Action,War"
tt1045658,2012,7.7,nm0751102,"nm0177896,nm0000134","Comedy,Drama,Romance"
tt5580536,2017,4.0,nm1921345,"nm0000115,nm0000131,nm0004978,nm0000628","Action,Crime,Thriller"
tt0914799,2007,5.2,nm0855107,"nm1658706,nm2419966,nm0286595",Horror
tt0120883,1998,6.5,nm0613833,"nm0618177,nm0293896","Drama,Mystery,Thriller"
tt0218032,2001,5.4,nm0931077,"nm0005342,nm0095478,nm0000616",Comedy
tt0037458,1944,6.7,nm0145336,"nm0000053,nm0415591,nm0358076","Drama,Mystery"
tt0065810,1970,5.9,nm0091575,"nm0516865,nm0000313,nm0914482",Drama
tt0094631,1988,6.3,nm0048491,"nm0001001,nm0001597,nm0000654,nm0397441","Action,Sci-Fi"
tt0053434,1959,7.3,nm0229424,"nm0001847,nm0000020,nm0000063",Western
tt1157555,2008,7.1,nm0512052,"nm1135869,nm0084370","Family,Mystery"
tt0876563,2008,7.7,nm0594503,"nm0000354,nm0000553","Adventure,Animation,Comedy"
tt0032032,1939,5.9,nm0792450,"nm0000078,nm0181003,nm0855579","Action,Western"
tt0042895,1950,7.2,nm0000406,"nm0000078,nm0424565,nm0418741","Romance,Western"
tt2556676,2016,4.4,nm0107740,"nm4245462,nm0000800,nm0000287","Crime,Drama,Thriller"
tt0072590,1975,6.4,nm0128764,"nm0004646,nm0758066,nm0275213","Crime,Horror,Thriller"
tt0055508,1961,8.1,nm0006249,nm0154110,"Comedy,Drama"
tt0122202,1996,4.4,nm0956484,"nm0547544,nm0261805","Action,Drama"
tt0052629,1959,6.6,nm0351918,"nm0001682,nm0168215,nm0868123","Crime,Drama"
tt0100148,1990,5.2,nm0104096,"nm0001154,nm0000434,nm0000053","Action,Horror,Thriller"
tt0498353,2007,5.5,nm0744834,nm0058372,Horror
tt0020691,1930,7.2,"nm0909825,nm0517264","nm0000078,nm0107151,nm0551222","Adventure,Romance,Western"
tt0027518,1936,6.7,"nm0114602,nm0886754","nm0000861,nm0178114,nm0001682,nm0402842","Comedy,Drama"
tt0213668,2000,7.7,nm0004675,"nm0000418,nm0788370,nm0193554",Drama
tt0032976,1940,8.1,nm0000033,"nm0000059,nm0001695","Drama,Mystery,Romance"
tt0059641,1965,5.8,nm0001328,nm0001001,"Action,Drama,Sport"
tt1282140,2010,7.1,nm0323239,"nm0046112,nm0126004","Comedy,Drama,Romance"
tt0066542,1970,6.9,nm0337885,"nm0000063,nm0915851","Drama,Romance"
tt0099327,1990,5.4,nm0341716,"nm0750758,nm0000885,nm0575081","Action,Adventure,Thriller"
tt0103594,1992,6.5,nm0000631,"nm0000367,nm0000800,nm0000363","Adventure,Drama"
tt0090223,1985,6.5,nm0005570,nm0000432,"Drama,Romance"
tt0110131,1994,5.1,nm0574238,"nm0001574,nm0000893,nm0001208","Drama,Thriller"
tt0087606,1985,7.5,"nm0660886,nm0007717",nm0007717,Drama
tt0074589,1977,5.3,nm0502893,"nm0000020,nm0671721,nm0000387","Comedy,Drama"
tt0117308,1996,4.8,nm0372421,"nm0000616,nm0541576,nm0007210","Action,Drama,Sci-Fi"
tt0068403,1972,6.6,nm0912947,"nm0131387,nm0820566,nm0207018,nm0735471","Action,Comedy,Crime"
tt0070233,1973,8.4,nm0301145,"nm0945085,nm0475610,nm0218849,nm0469434","Adventure,Comedy"
tt0096320,1988,6.0,nm0718645,"nm0000216,nm0000362","Comedy,Crime"
tt0108588,1994,4.0,nm0320180,"nm0001194,nm0000874,nm0000053","Drama,Mystery,Thriller"
tt0108580,1993,4.4,nm0505420,"nm0043041,nm0105672,nm0000123",Drama
tt0039536,1947,7.5,nm0368871,"nm0001514,nm0002046,nm0001847","Crime,Drama"
tt0046511,1954,7.4,nm0744023,nm0001695,"Drama,Romance"
tt0180734,2001,6.4,nm0005367,"nm0000206,nm0370035,nm0372522","Drama,Sport"
tt0844471,2009,7.0,"nm0520488,nm0588087","nm0352778,nm0132257,nm0001001","Action,Adventure,Animation"
tt0047679,1954,6.7,nm0746740,"nm0001695,nm0581282,nm0924964","Crime,Drama"
tt0080843,1980,7.9,nm0945282,"nm0847264,nm0949069,nm0847491",Drama
tt0052300,1958,6.6,nm0287931,"nm0000543,nm0137023,nm0183857,nm0943894","Adventure,Drama,Family"
tt0052303,1958,6.5,nm0678928,"nm0001229,nm0000308,nm0427894","Drama,War"
tt0290002,2004,6.3,nm0005366,"nm0001774,nm0000134","Comedy,Romance"
tt0166943,1999,6.8,nm0000127,"nm0227693,nm0029400","Drama,Music"
tt0100884,1990,6.6,nm0425593,"nm0002018,nm0078653",Drama
tt1907688,2014,4.5,nm3267498,"nm4428040,nm0005554,nm0021835,nm0553020","Crime,Drama,Thriller"
tt0970866,2010,5.5,nm0919369,"nm0001774,nm0000134,nm0005562","Comedy,Romance"
tt0083232,1981,6.3,nm0343260,"nm0000134,nm0000380,nm0001164,nm0573299","Crime,Drama"
tt0066831,1971,7.2,"nm0792450,nm0000078","nm0000078,nm0095524,nm0915618",Western
tt0118880,1997,6.8,nm0922346,"nm0000115,nm0000131,nm0000518,nm0000538","Action,Crime,Thriller"
